,Geography,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,city_name,lat,lon,diff_2002,diff_2003,diff_2004,diff_2005,diff_2006,diff_2007,diff_2008,diff_2009,diff_2010,diff_2011,diff_2012,diff_2013,diff_2014,diff_2015,diff_2016,diff_2017,diff_2018,diff_2019,scaled_diff_2002,scaled_diff_2003,scaled_diff_2004,scaled_diff_2005,scaled_diff_2006,scaled_diff_2007,scaled_diff_2008,scaled_diff_2009,scaled_diff_2010,scaled_diff_2011,scaled_diff_2012,scaled_diff_2013,scaled_diff_2014,scaled_diff_2015,scaled_diff_2016,scaled_diff_2017,scaled_diff_2018,scaled_diff_2019,color_spec_2002,color_spec_2003,color_spec_2004,color_spec_2005,color_spec_2006,color_spec_2007,color_spec_2008,color_spec_2009,color_spec_2010,color_spec_2011,color_spec_2012,color_spec_2013,color_spec_2014,color_spec_2015,color_spec_2016,color_spec_2017,color_spec_2018,color_spec_2019
76,"Lachute (CA), Quebec",11877,11820,11813,11867,11936,11900,11955,12070,12222,12423,12659,12738,12768,12762,12932,12881,12905,13049,13270,13472,"Lachute, Quebec",45.6520586,-74.3398015,-57,-7,54,69,-36,55,115,152,201,236,79,30,-6,170,-51,24,144,221,-0.0004560364829186335,-5.6004480358428674e-05,0.0004320345627650212,0.0005520441635330826,-0.00028802304184334746,0.0004400352028162253,0.0009200736058884711,0.0012160972877830226,0.0016081286502920233,0.0018881510520841666,0.0006320505640451236,0.0002400192015361229,-4.8003840307224575e-05,0.0013601088087046964,-0.0004080326426114089,0.0001920153612288983,0.0011520921673733898,0.0017681414513161053,"[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
77,"Val-d'Or (CA), Quebec",32971,32626,32579,32589,32535,32534,32900,33157,33289,33352,33585,33903,34033,33987,33969,34055,34095,34234,34342,34513,"Val-d'Or, Quebec",48.0987106,-77.7967676,-345,-47,10,-54,-1,366,257,132,63,233,318,130,-46,-18,86,40,139,108,-0.002760220817665413,-0.0003760300824065925,8.000640051204096e-05,-0.0004320345627650212,-8.000640051204096e-06,0.002928234258740699,0.0020561644931594526,0.0010560844867589408,0.0005040403232258581,0.0018641491319305544,0.0025442035362829027,0.0010400832066565326,-0.00036802944235538845,-0.00014401152092167373,0.0006880550444035523,0.00032002560204816386,0.0011120889671173695,0.0008640691255300424,"[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
78,"Rouyn-Noranda (CA), Quebec",40326,40000,39768,39712,39981,40273,40387,40615,40870,41099,41460,41669,41914,42146,42223,42554,42849,42963,43077,43113,"Rouyn-Noranda, Quebec",48.2342362,-79.01878359999999,-326,-232,-56,269,292,114,228,255,229,361,209,245,232,77,331,295,114,114,-0.0026082086566925353,-0.0018561484918793504,-0.0004480358428674294,0.002152172173773902,0.002336186894951596,0.000912072965837267,0.001824145931674534,0.0020401632130570444,0.0018321465717257381,0.0028882310584846787,0.001672133770701656,0.0019601568125450037,0.0018561484918793504,0.0006160492839427154,0.002648211856948556,0.0023601888151052086,0.000912072965837267,0.000912072965837267,"[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
80,"Hawkesbury (CA), Ontario part, Ontario",10702,10829,10986,11103,11189,11201,11098,11015,10931,10884,10776,10826,10854,10746,10640,10472,10599,10622,10608,10585,"Hawkesbury, Ontario part, Ontario",45.6071264,-74.60418899999999,127,157,117,86,12,-103,-83,-84,-47,-108,50,28,-108,-106,-168,127,23,-14,0.0010160812865029202,0.0012561004880390432,0.0009360748859908793,0.0006880550444035523,9.600768061444915e-05,-0.0008240659252740219,-0.00066405312424994,-0.0006720537643011441,-0.0003760300824065925,-0.0008640691255300424,0.0004000320025602048,0.0002240179214337147,-0.0008640691255300424,-0.0008480678454276342,-0.0013441075286022882,0.0010160812865029202,0.00018401472117769423,-0.00011200896071685735,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]"
81,"Hawkesbury (CA), Quebec part, Quebec",1341,1356,1362,1344,1345,1415,1386,1399,1478,1520,1598,1600,1678,1690,1706,1717,1800,1811,1842,1846,"Hawkesbury, Quebec part, Quebec",45.6069507,-74.5945005,15,6,-18,1,70,-29,13,79,42,78,2,78,12,16,11,83,11,31,0.00012000960076806145,4.8003840307224575e-05,-0.00014401152092167373,8.000640051204096e-06,0.0005600448035842868,-0.0002320185614849188,0.00010400832066565325,0.0006320505640451236,0.00033602688215057206,0.0006240499239939195,1.600128010240819e-05,0.0006240499239939195,9.600768061444915e-05,0.00012801024081926553,8.800704056324506e-05,0.00066405312424994,8.800704056324506e-05,0.000248019841587327,"[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
82,"Cornwall (CA), Ontario",59876,60154,60585,60725,60564,60442,60340,60298,60320,60385,60448,60559,60379,60562,60790,61165,61443,61911,62054,62225,"Cornwall, Ontario",45.0212762,-74.730345,278,431,140,-161,-122,-102,-42,22,65,63,111,-180,183,228,375,278,468,143,0.002224177934234739,0.0034482758620689655,0.0011200896071685736,-0.0012881030482438595,-0.0009760780862468997,-0.0008160652852228178,-0.00033602688215057206,0.00017601408112649013,0.0005200416033282663,0.0005040403232258581,0.0008880710456836547,-0.0014401152092167373,0.0014641171293703495,0.001824145931674534,0.003000240019201536,0.002224177934234739,0.003744299543963517,0.0011440915273221858,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
83,"Arnprior (CA), Ontario",14570,14633,14744,14832,14839,14888,15062,15265,15484,15695,15891,16089,16181,16284,16310,16357,16662,16970,17292,17588,"Arnprior, Ontario",45.4347445,-76.3518469,63,111,88,7,49,174,203,219,211,196,198,92,103,26,47,305,308,322,0.0005040403232258581,0.0008880710456836547,0.0007040563245059605,5.6004480358428674e-05,0.0003920313625090007,0.0013921113689095127,0.0016241299303944316,0.0017521401712136972,0.0016881350508040644,0.001568125450036003,0.001584126730138411,0.0007360588847107769,0.0008240659252740219,0.0002080166413313065,0.0003760300824065925,0.0024401952156172494,0.0024641971357708616,0.002576206096487719,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
84,"Carleton Place (CA), Ontario",27898,28146,28316,28445,28546,28580,28778,28935,29198,29657,29964,30363,30772,31277,31762,32271,33397,34661,35840,36916,"Carleton Place, Ontario",45.14060300000001,-76.146546,248,170,129,101,34,198,157,263,459,307,399,409,505,485,509,1126,1264,1179,0.001984158732698616,0.0013601088087046964,0.0010320825666053283,0.0008080646451716138,0.00027202176174093926,0.001584126730138411,0.0012561004880390432,0.0021041683334666775,0.0036722937835026804,0.0024561964957196575,0.0031922553804304343,0.0032722617809424755,0.0040403232258580685,0.0038803104248339867,0.004072325786062885,0.009008720697655813,0.010112809024721978,0.009432754620369629,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
85,"Brockville (CA), Ontario",40585,40696,40885,40915,40960,40976,40747,40567,40247,40170,39938,39352,39323,39360,39348,39503,39681,40020,40550,40912,"Brockville, Ontario",44.5895244,-75.68428580000001,111,189,30,45,16,-229,-180,-320,-77,-232,-586,-29,37,-12,155,178,339,530,0.0008880710456836547,0.0015121209696775742,0.0002400192015361229,0.00036002880230418433,0.00012801024081926553,-0.0018321465717257381,-0.0014401152092167373,-0.002560204816385311,-0.0006160492839427154,-0.0018561484918793504,-0.0046883750700056,-0.0002320185614849188,0.0002960236818945516,-9.600768061444915e-05,0.0012400992079366349,0.0014241139291143292,0.0027122169773581887,0.004240339227138171,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
86,"Pembroke (CA), Ontario",23073,23260,23522,23764,23894,24008,24241,24387,24457,24560,24645,24935,24799,24384,24067,23813,23897,23762,23565,23421,"Pembroke, Ontario",45.82665129999999,-77.1108826,187,262,242,130,114,233,146,70,103,85,290,-136,-415,-317,-254,84,-135,-197,0.001496119689575166,0.0020961676934154734,0.0019361548923913913,0.0010400832066565326,0.000912072965837267,0.0018641491319305544,0.001168093447475798,0.0005600448035842868,0.0008240659252740219,0.0006800544043523482,0.002320185614849188,-0.001088087046963757,-0.0033202656212497,-0.0025362028962316987,-0.0020321625730058404,0.0006720537643011441,-0.001080086406912553,-0.001576126090087207,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]"
87,"Petawawa (CA), Ontario",15121,15084,15120,15173,15200,15419,15700,15985,16187,16414,16664,16660,16997,17509,17692,17853,17998,18328,18796,19074,"Petawawa, Ontario",45.8982631,-77.2828772,-37,36,53,27,219,281,285,202,227,250,-4,337,512,183,161,145,330,468,-0.0002960236818945516,0.00028802304184334746,0.0004240339227138171,0.0002160172813825106,0.0017521401712136972,0.002248179854388351,0.0022801824145931675,0.0016161292903432275,0.0018161452916233298,0.002000160012801024,-3.200256020481638e-05,0.0026962156972557805,0.004096327706216497,0.0014641171293703495,0.0012881030482438595,0.001160092807424594,0.0026402112168973516,0.003744299543963517,"[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
88,"Cobourg (CA), Ontario",17844,18050,18311,18536,18723,18786,18783,18810,18828,18856,18964,19423,19542,19699,19846,19805,20020,20079,20026,20152,"Cobourg, Ontario",43.9593373,-78.1677363,206,261,225,187,63,-3,27,18,28,108,459,119,157,147,-41,215,59,-53,0.0016481318505480438,0.0020881670533642693,0.0018001440115209216,0.001496119689575166,0.0005040403232258581,-2.4001920153612287e-05,0.0002160172813825106,0.00014401152092167373,0.0002240179214337147,0.0008640691255300424,0.0036722937835026804,0.0009520761660932875,0.0012561004880390432,0.001176094087527002,-0.00032802624209936793,0.0017201376110088807,0.00047203776302104166,-0.0004240339227138171,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]"
89,"Port Hope (CA), Ontario",16233,16348,16525,16678,16809,16904,16852,16778,16732,16661,16609,16561,16694,16821,16978,17161,17494,17683,17729,17731,"Port Hope, Ontario",43.9491784,-78.2934468,115,177,153,131,95,-52,-74,-46,-71,-52,-48,133,127,157,183,333,189,46,0.0009200736058884711,0.001416113289063125,0.0012240979278342267,0.0010480838467077367,0.0007600608048643891,-0.000416033282662613,-0.0005920473637891032,-0.00036802944235538845,-0.0005680454436354909,-0.000416033282662613,-0.0003840307224577966,0.0010640851268101448,0.0010160812865029202,0.0012561004880390432,0.0014641171293703495,0.0026642131370509642,0.0015121209696775742,0.00036802944235538845,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
90,"Kawartha Lakes (CA), Ontario",72008,72934,74300,75345,76388,76876,76177,75958,75330,75090,74955,75517,75726,75931,76484,77296,78492,79532,80373,81042,"Kawartha Lakes, Ontario",44.5337469,-78.9006484,926,1366,1045,1043,488,-699,-219,-628,-240,-135,562,209,205,553,812,1196,1040,841,0.007408592687414993,0.010928874309944795,0.008360668853508281,0.008344667573405873,0.003904312344987599,-0.005592447395791664,-0.0017521401712136972,-0.005024401952156173,-0.0019201536122889832,-0.001080086406912553,0.004496359708776702,0.001672133770701656,0.0016401312104968398,0.004424353948315865,0.0064965197215777265,0.0095687655012401,0.008320665653252261,0.006728538283062645,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
91,"Centre Wellington (CA), Ontario",25185,25611,26024,26490,26998,26965,26996,27077,27092,27252,27385,27639,27766,28080,28426,29008,29506,30324,30665,31092,"Centre Wellington, Ontario",43.7236325,-80.32131059999999,426,413,466,508,-33,31,81,15,160,133,254,127,314,346,582,498,818,341,0.003408272661812945,0.0033042643411472917,0.003728298263861109,0.004064325146011681,-0.0002640211216897352,0.000248019841587327,0.0006480518441475318,0.00012000960076806145,0.0012801024081926554,0.0010640851268101448,0.0020321625730058404,0.0010160812865029202,0.0025122009760780864,0.002768221457716617,0.004656372509800784,0.00398431874549964,0.006544523561884951,0.002728218257460597,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
92,"Ingersoll (CA), Ontario",11430,11554,11723,11864,12055,12208,12204,12263,12316,12393,12507,12665,12733,12788,12950,13128,13367,13694,13871,14029,"Ingersoll, Ontario",43.03816279999999,-80.88404899999999,124,169,141,191,153,-4,59,53,77,114,158,68,55,162,178,239,327,177,0.000992079366349308,0.0013521081686534923,0.0011280902472197776,0.0015281222497799823,0.0012240979278342267,-3.200256020481638e-05,0.00047203776302104166,0.0004240339227138171,0.0006160492839427154,0.000912072965837267,0.0012641011280902473,0.0005440435234818785,0.0004400352028162253,0.0012961036882950636,0.0014241139291143292,0.001912152972237779,0.0026162092967437394,0.001416113289063125,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
93,"Woodstock (CA), Ontario",34998,35389,35909,36331,36880,37215,37351,37735,37949,38393,38894,39972,40474,41185,41493,42104,43093,44342,45391,46464,"Woodstock, Ontario",43.1314966,-80.74716509999999,391,520,422,549,335,136,384,214,444,501,1078,502,711,308,611,989,1249,1049,0.0031282502600208017,0.0041603328266261305,0.003376270101608129,0.004392351388111049,0.0026802144171533724,0.001088087046963757,0.0030722457796623728,0.0017121369709576766,0.003552284182734619,0.004008320665653252,0.008624689975198016,0.004016321305704456,0.005688455076406113,0.0024641971357708616,0.004888391071285703,0.007912633010640852,0.009992799423953916,0.008392671413713098,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
94,"Tillsonburg (CA), Ontario",14593,14724,14903,15047,15240,15329,15341,15406,15449,15580,15686,16117,16133,16216,16168,16228,16647,16804,17220,17660,"Tillsonburg, Ontario",42.8658879,-80.7333175,131,179,144,193,89,12,65,43,131,106,431,16,83,-48,60,419,157,416,0.0010480838467077367,0.0014321145691655332,0.0011520921673733898,0.0015441235298823907,0.0007120569645571646,9.600768061444915e-05,0.0005200416033282663,0.00034402752220177613,0.0010480838467077367,0.0008480678454276342,0.0034482758620689655,0.00012801024081926553,0.00066405312424994,-0.0003840307224577966,0.0004800384030722458,0.003352268181454516,0.0012561004880390432,0.003328266261300904,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
95,"Norfolk (CA), Ontario",63211,63669,64059,64500,64764,64775,64615,64776,64803,64809,64722,64434,64260,64482,65286,66064,67019,68922,70062,70489,"Norfolk, Ontario",42.7967232,-80.4136271,458,390,441,264,11,-160,161,27,6,-87,-288,-174,222,804,778,955,1903,1140,0.0036642931434514763,0.0031202496199695976,0.0035282822625810066,0.0021121689735178815,8.800704056324506e-05,-0.0012801024081926554,0.0012881030482438595,0.0002160172813825106,4.8003840307224575e-05,-0.0006960556844547563,-0.0023041843347467797,-0.0013921113689095127,0.0017761420913673094,0.006432514601168093,0.006224497959836787,0.007640611248899912,0.015225218017441396,0.00912072965837267,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
96,"Stratford (CA), Ontario",31042,31302,31600,31725,31736,31690,31662,31605,31652,31670,31703,31845,31923,31981,32145,32286,32771,33262,33574,33868,"Stratford, Ontario",43.3700007,-80.98222860000001,260,298,125,11,-46,-28,-57,47,18,33,142,78,58,164,141,485,491,312,0.0020801664133130652,0.002384190735258821,0.001000080006400512,8.800704056324506e-05,-0.00036802944235538845,-0.0002240179214337147,-0.0004560364829186335,0.0003760300824065925,0.00014401152092167373,0.0002640211216897352,0.0011360908872709817,0.0006240499239939195,0.0004640371229698376,0.0013121049683974717,0.0011280902472197776,0.0038803104248339867,0.0039283142651412115,0.002496199695975678,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
97,"Chatham-Kent (CA), Ontario",111909,111618,111799,111785,112463,112357,111170,109964,108767,107512,106670,106000,105490,105149,104521,104771,105259,105756,106033,106620,"Chatham-Kent, Ontario",42.4048028,-82.19103779999999,-291,181,-14,678,-106,-1187,-1206,-1197,-1255,-842,-670,-510,-341,-628,250,488,497,277,-0.002328186254900392,0.0014481158492679414,-0.00011200896071685735,0.005424433954716377,-0.0008480678454276342,-0.009496759740779263,-0.00964877190175214,-0.009576766141291304,-0.010040803264261142,-0.0067365389231138495,-0.005360428834306745,-0.004080326426114089,-0.002728218257460597,-0.005024401952156173,0.002000160012801024,0.003904312344987599,0.003976318105448436,0.0022161772941835345,"[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
98,"Leamington (CA), Ontario",48721,49844,50661,51392,51992,51710,51480,51212,51096,51212,51185,50631,50002,49693,50606,53640,53058,52038,52109,52649,"Leamington, Ontario",42.0531634,-82.5998874,1123,817,731,600,-282,-230,-268,-116,116,-27,-554,-629,-309,913,3034,-582,-1020,71,0.0089847187775022,0.006536522921833747,0.005848467877430194,0.004800384030722458,-0.0022561804944395553,-0.0018401472117769422,-0.002144171533722698,-0.0009280742459396752,0.0009280742459396752,-0.0002160172813825106,-0.004432354588367069,-0.005032402592207377,-0.0024721977758220656,0.00730458436674934,0.024273941915353228,-0.004656372509800784,-0.008160652852228178,0.0005680454436354909,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]"
99,"Sarnia (CA), Ontario",99346,99686,99718,99707,99605,99595,99577,99584,99528,99588,99617,99549,99050,98801,98354,98139,98595,99821,100540,100985,"Sarnia, Ontario",42.974536,-82.4065901,340,32,-11,-102,-10,-18,7,-56,60,29,-68,-499,-249,-447,-215,456,1226,719,0.0027202176174093927,0.00025602048163853107,-8.800704056324506e-05,-0.0008160652852228178,-8.000640051204096e-05,-0.00014401152092167373,5.6004480358428674e-05,-0.0004480358428674294,0.0004800384030722458,0.0002320185614849188,-0.0005440435234818785,-0.003992319385550844,-0.00199215937274982,-0.003576286102888231,-0.0017201376110088807,0.003648291863349068,0.009808784702776222,0.005752460196815745,"[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
100,"Wasaga Beach (CA), Ontario",12899,13566,14213,14777,15263,15504,15972,16500,16972,17474,17964,18651,19245,19888,20488,21111,22054,22624,23088,23475,"Wasaga Beach, Ontario",44.5207419,-80.01606679999999,667,647,564,486,241,468,528,472,502,490,687,594,643,600,623,943,570,464,0.0053364269141531325,0.00517641411312905,0.0045123609888791105,0.0038883110648851907,0.0019281542523401872,0.003744299543963517,0.004224337947035763,0.0037763021041683333,0.004016321305704456,0.0039203136250900075,0.005496439715177214,0.0047523801904152336,0.005144411552924234,0.004800384030722458,0.004984398751900152,0.0075446035682854625,0.004560364829186335,0.0037122969837587007,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
101,"Owen Sound (CA), Ontario",32829,32983,33210,33322,33395,33339,33215,33187,33093,33041,32868,32665,32628,32676,32617,32591,32887,33301,33626,34044,"Owen Sound, Ontario",44.5690305,-80.9405602,154,227,112,73,-56,-124,-28,-94,-52,-173,-203,-37,48,-59,-26,296,414,325,0.0012320985678854308,0.0018161452916233298,0.0008960716857348588,0.000584046723737899,-0.0004480358428674294,-0.000992079366349308,-0.0002240179214337147,-0.000752060164813185,-0.000416033282662613,-0.0013841107288583086,-0.0016241299303944316,-0.0002960236818945516,0.0003840307224577966,-0.00047203776302104166,-0.0002080166413313065,0.0023681894551564127,0.003312264981198496,0.0026002080166413312,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
102,"Collingwood (CA), Ontario",16651,17029,17382,17659,17873,17900,18209,18621,18937,19356,19756,20456,20926,21317,21822,22390,22668,23222,23871,24539,"Collingwood, Ontario",44.50076869999999,-80.2169047,378,353,277,214,27,309,412,316,419,400,700,470,391,505,568,278,554,649,0.0030242419393551483,0.002824225938075046,0.0022161772941835345,0.0017121369709576766,0.0002160172813825106,0.0024721977758220656,0.0032962637010960877,0.0025282022561804946,0.003352268181454516,0.0032002560204816384,0.005600448035842868,0.003760300824065925,0.0031282502600208017,0.0040403232258580685,0.004544363549083927,0.002224177934234739,0.004432354588367069,0.005192415393231458,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
